1.908343691058549609e+02,7.767898934104373598e-01
1.058384736694577271e+02,3.738995467482197910e-01
1.751251926252487010e+02,7.367596044955899703e-01
1.137638985324385885e+02,5.426832514659929441e-01
2.221494509646584561e+02,8.530515122548635309e-01
1.025149562087070905e+02,4.095711320614712214e-01
1.284691153155350776e+02,2.693581394688521202e-01
2.263331794018776577e+02,8.629880995528426135e-01
2.391198184860963636e+02,8.930816738507175723e-01
1.564112989289496340e+02,6.865030321866382179e-01
1.789349356520181686e+02,7.466143400268776542e-01
1.165973721130256138e+02,3.148889136145498480e-01
1.927818040875819179e+02,7.816523832459162380e-01
1.077363262144924789e+02,5.098560068820593427e-01
1.035593714643369196e+02,4.754612226454434376e-01
1.160188064921732547e+02,5.529839720794429425e-01
1.528497573399614566e+02,6.764894258399591909e-01
1.695354214109938482e+02,7.220978816245533505e-01
1.508384743620161998e+02,6.707529998664221171e-01
2.014805188039484278e+02,8.031510096163099188e-01
1.948355326636978759e+02,7.867597516242414990e-01
1.143384722532328936e+02,3.250244285221658425e-01
1.116516392468480205e+02,3.381458360374119954e-01
1.536885631525731242e+02,6.788638667660273907e-01
2.175093409565515969e+02,8.419724862682573807e-01
2.381021552963125032e+02,8.907005321210790250e-01
1.274169138077482017e+02,5.973701754804299213e-01
1.264358256524217268e+02,5.938941295958486410e-01
1.359661542152783227e+02,2.444605835112689529e-01
2.247809203996440601e+02,8.593069970567820404e-01
1.107012240530422531e+02,3.431502959826117083e-01
1.469611759196689604e+02,6.595084601104498345e-01
1.359421041866403073e+02,2.445373658644453829e-01
2.124145079941482379e+02,8.297308888897453327e-01
1.287880135750064881e+02,6.021500754199191618e-01
1.237535194559035148e+02,5.841244140612885660e-01
1.327777895568951010e+02,6.156047357699175882e-01
1.071644775767529723e+02,3.643299586500396980e-01
1.332742696130926277e+02,2.531674070528289189e-01
1.022422317791341442e+02,4.553731452254962120e-01
1.152116632446437023e+02,3.210235091667280050e-01
1.160364794039023906e+02,5.530619117942464635e-01
1.561743698844996402e+02,1.845619740348972693e-01
1.386236717647610988e+02,2.360783970134411602e-01
1.025606115784730434e+02,4.616384007772489362e-01
1.094852511707175324e+02,5.204929198353304143e-01
1.520562070095847957e+02,1.961707292106575906e-01
2.057340602043282161e+02,8.135448654136723246e-01
2.365758893109249925e+02,8.871250743963290386e-01
2.143158880112221993e+02,8.343092755168349806e-01
1.691437583711047523e+02,7.210607259227851396e-01
1.018282210491429396e+02,4.298624464243919752e-01
1.179599105386860742e+02,3.090811619725813975e-01
1.411599115063126817e+02,6.421514811941008150e-01
2.210226025483095214e+02,8.503668058312762179e-01
1.097052643346134033e+02,5.217497063825582426e-01
1.093721422139870043e+02,5.198405386260596117e-01
1.907669391107295951e+02,7.766211801520580549e-01
1.705883767983233668e+02,7.248795402582272063e-01
1.083515936059745570e+02,3.566616970304857803e-01
1.017987604516400921e+02,4.364854953809726990e-01
1.544476358129152516e+02,1.894003600955865285e-01
1.595472723071630412e+02,1.752225134401269868e-01
1.144323205832894956e+02,5.458152834664770081e-01
1.439247052235923547e+02,6.505107807439378664e-01
1.137171473915304745e+02,3.279427777874796002e-01
2.399235670793860038e+02,8.949607089599661558e-01
1.275444954031359543e+02,2.725855510632714251e-01
1.063560650468177187e+02,3.700112058293525408e-01
1.041154386266277072e+02,3.889641267103945976e-01
1.776961385532658539e+02,7.434213527676436506e-01
1.388433449230456631e+02,2.353941685877297130e-01
1.266984078092327053e+02,5.948292437503488461e-01
1.755882614550621383e+02,1.324411459027574622e-01
1.287700504156830448e+02,2.683162313510230046e-01
1.551444588874334158e+02,6.829612976810316427e-01
1.175906853164976980e+02,5.597694322200700290e-01
1.172699315466626757e+02,5.584078647417577423e-01
1.051458555241206341e+02,4.909119725341714036e-01
1.178935144555787531e+02,3.093594907655730086e-01
1.658883306135024895e+02,1.580184217907645849e-01
1.419343171401702079e+02,2.258941907750651734e-01
1.682787899968141119e+02,7.187653623652268120e-01
1.243112425125088123e+02,5.861902857485913332e-01
1.514984913430013194e+02,1.977619266545887489e-01
2.171202754421298096e+02,8.410405809346691575e-01
1.069967168750031874e+02,3.654743037942387307e-01
1.617854610781801057e+02,1.691002788220800634e-01
1.027291559925655946e+02,4.059817971805156356e-01
1.200229956842654957e+02,3.006464154507491604e-01
1.019381809051029819e+02,4.465534665287183014e-01
1.082852743391679695e+02,3.570723708644939487e-01
1.107550246718732012e+02,5.275433092795036583e-01
1.592143904416857367e+02,1.761380244443785381e-01
1.020503277029115878e+02,4.504107085982197445e-01
1.231449297635517013e+02,2.885564822520957362e-01
1.061109700087636156e+02,3.718250692132162305e-01
1.163782614531474735e+02,3.158427346755813270e-01
1.061900187623877798e+02,4.991693460881676536e-01
1.964928830234846089e+02,7.908666234158877595e-01
